"","ID","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyRate","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","MonthlyInc.fit","MonthlyInc.lwr","MonthlyInc.upr"
"206",1076,46,"No","Travel_Rarely",1402,"Sales", 2,3,"Marketing",1,1204,3,"Female", 69,3,4,"Manager",1,"Married",24097,8,"Y","No",23,4,1,80,0,28,2,3,26,15,15, 9,14283.973,13977.312,14590.634
"207",1077,53,"No","Travel_Rarely",1282,"Research & Development", 5,3,"Other",1,  32,3,"Female", 58,3,5,"Manager",3,"Divorced",10735,4,"Y","No",11,3,4,80,1,26,3,2,14,13, 4, 8,18251.877,17984.021,18519.733
"208",1078,31,"No","Travel_Rarely", 311,"Research & Development",20,3,"Life Sciences",1,1881,2,"Male", 89,3,2,"Laboratory Technician",3,"Divorced",18624,1,"Y","No",11,3,1,80,1,10,2,3,10, 8, 0, 2, 6072.857, 5955.816, 6189.898
"209",1079,36,"No","Travel_Rarely", 506,"Research & Development", 3,3,"Technical Degree",1, 397,3,"Male", 30,3,2,"Research Scientist",2,"Single",26285,4,"Y","No",12,3,4,80,0,10,2,3, 8, 0, 7, 7, 6136.932, 6038.499, 6235.365
"210",1080,42,"No","Travel_Frequently", 532,"Research & Development",29,2,"Life Sciences",1, 547,1,"Female", 92,3,2,"Research Scientist",3,"Divorced",12932,2,"Y","No",11,3,2,80,1,19,3,3, 5, 4, 0, 2, 6869.921, 6653.558, 7086.285
"211",1081,40,"No","Travel_Rarely",1322,"Research & Development", 2,4,"Life Sciences",1,2048,3,"Male", 52,2,1,"Research Scientist",3,"Single", 2725,2,"Y","No",14,3,4,80,0, 8,2,3, 2, 2, 2, 2, 2462.648, 2312.330, 2612.965
"212",1082,35,"No","Travel_Rarely", 287,"Research & Development", 1,4,"Life Sciences",1,2052,3,"Female", 62,1,1,"Research Scientist",4,"Married", 8952,1,"Y","No",12,3,4,80,1, 4,5,3, 4, 3, 1, 1, 2115.516, 1984.434, 2246.598
"213",1083,23,"Yes","Travel_Frequently", 638,"Sales", 9,3,"Marketing",1,2023,4,"Male", 33,3,1,"Sales Representative",1,"Married",26956,1,"Y","No",19,3,1,80,1, 1,3,2, 1, 0, 1, 0, 1999.336, 1844.062, 2154.611
"214",1084,35,"No","Travel_Rarely", 619,"Sales", 1,3,"Marketing",1, 600,2,"Male", 85,3,2,"Sales Executive",3,"Married",18659,9,"Y","No",11,3,3,80,0,15,2,3,11, 9, 6, 9, 6394.640, 6264.231, 6525.049
"215",1085,38,"No","Travel_Frequently", 216,"Research & Development",23,3,"Life Sciences",1,  12,4,"Male", 44,2,3,"Manufacturing Director",3,"Single", 8787,0,"Y","No",21,4,2,80,0,10,2,3, 9, 7, 1, 8, 9829.876, 9651.393,10008.359
"216",1086,40,"No","Travel_Frequently", 580,"Sales", 5,4,"Life Sciences",1, 729,4,"Male", 48,2,3,"Sales Executive",1,"Married",23772,5,"Y","Yes",21,4,3,80,1,20,2,3,18,13, 1,12,10249.179,10056.492,10441.866
"217",1087,31,"No","Travel_Rarely",1003,"Sales", 5,3,"Technical Degree",1,1749,1,"Male", 51,3,2,"Sales Executive",3,"Married",20943,1,"Y","No",19,3,3,80,1, 6,3,3, 5, 2, 0, 2, 5949.988, 5817.467, 6082.509
"218",1088,38,"No","Travel_Rarely", 268,"Research & Development", 2,5,"Medical",1, 773,4,"Male", 92,3,1,"Research Scientist",3,"Married",20471,6,"Y","Yes",13,3,2,80,1, 6,0,1, 1, 0, 0, 1, 2353.157, 2210.421, 2495.893
"219",1089,31,"No","Travel_Rarely", 691,"Research & Development", 5,4,"Technical Degree",1, 423,3,"Male", 86,3,1,"Research Scientist",4,"Married",10077,0,"Y","Yes",12,3,3,80,1, 6,4,3, 5, 2, 0, 3, 2225.007, 2096.527, 2353.486
"220",1090,27,"No","Travel_Rarely", 205,"Sales",10,3,"Marketing",1,1403,4,"Female", 98,2,2,"Sales Executive",4,"Married", 7100,1,"Y","Yes",11,3,4,80,0, 6,3,3, 6, 2, 4, 4, 5917.951, 5782.688, 6053.213
"221",1091,29,"No","Travel_Rarely", 144,"Sales",10,1,"Marketing",1, 463,4,"Female", 39,2,2,"Sales Executive",2,"Divorced",11866,1,"Y","Yes",14,3,1,80,2, 7,2,3, 7, 7, 1, 7, 5956.677, 5831.524, 6081.831
"222",1092,36,"No","Non-Travel", 301,"Sales",15,4,"Marketing",1,2036,4,"Male", 88,1,2,"Sales Executive",4,"Divorced",10436,1,"Y","No",24,4,1,80,1,15,4,2,15,12,11,11, 6266.490, 6092.710, 6440.269
"223",1093,37,"No","Travel_Frequently", 663,"Research & Development",11,3,"Other",1, 306,2,"Male", 47,3,3,"Research Director",4,"Divorced",10056,1,"Y","Yes",14,3,3,80,3,10,1,3,10, 8, 0, 7, 9797.838, 9613.481, 9982.196
"224",1094,40,"No","Travel_Rarely", 107,"Sales",10,3,"Technical Degree",1,1239,2,"Female", 84,2,2,"Sales Executive",2,"Divorced",11591,7,"Y","No",12,3,2,80,1, 7,2,4, 5, 1, 1, 3, 6020.752, 5901.798, 6139.707
"225",1095,25,"No","Non-Travel", 675,"Research & Development", 5,2,"Life Sciences",1, 369,2,"Male", 85,4,2,"Healthcare Representative",1,"Divorced",18384,1,"Y","No",12,3,4,80,2, 6,2,3, 6, 3, 1, 5, 5917.951, 5782.688, 6053.213
"226",1096,37,"No","Travel_Rarely", 446,"Research & Development", 1,4,"Life Sciences",1, 635,2,"Female", 65,3,2,"Manufacturing Director",2,"Married",15701,6,"Y","No",12,3,2,80,1, 8,2,2, 6, 5, 4, 3, 6059.479, 5951.431, 6167.527
"227",1097,37,"No","Travel_Rarely",1017,"Research & Development", 1,2,"Medical",1, 340,3,"Female", 83,2,1,"Research Scientist",1,"Married",18697,2,"Y","No",14,3,1,80,1,17,2,2, 3, 1, 0, 2, 3067.487, 2778.481, 3356.492
"228",1098,30,"Yes","Travel_Frequently", 600,"Human Resources", 8,3,"Human Resources",1,1747,3,"Female", 66,2,1,"Human Resources",4,"Divorced", 9732,6,"Y","No",11,3,3,80,1, 6,0,2, 4, 2, 1, 2, 2257.044, 2129.400, 2384.689
"229",1099,32,"No","Travel_Rarely",1062,"Research & Development", 2,3,"Medical",1, 471,3,"Female", 75,3,1,"Laboratory Technician",2,"Married", 3956,1,"Y","No",13,3,3,80,1, 8,4,3, 8, 0, 0, 7, 2270.422, 2122.815, 2418.030
"230",1100,37,"Yes","Travel_Rarely", 370,"Research & Development",10,4,"Medical",1,1809,4,"Male", 58,3,2,"Manufacturing Director",1,"Single", 4992,1,"Y","No",15,3,2,80,0,10,4,1,10, 3, 0, 8, 6072.857, 5955.816, 6189.898
"231",1101,40,"No","Travel_Rarely", 989,"Research & Development", 4,1,"Medical",1, 253,4,"Female", 46,3,5,"Manager",3,"Married", 6499,1,"Y","No",14,3,2,80,1,21,2,3,20, 8, 9, 9,17705.831,17380.282,18031.380
"232",1102,40,"No","Travel_Rarely", 759,"Sales", 2,2,"Marketing",1, 516,4,"Female", 46,3,2,"Sales Executive",2,"Divorced",22553,7,"Y","No",12,3,3,80,2, 8,5,3, 5, 4, 1, 3, 6091.516, 5983.432, 6199.601
"233",1103,38,"No","Non-Travel",1327,"Sales", 2,2,"Life Sciences",1, 361,4,"Male", 39,2,2,"Sales Executive",4,"Married",19682,3,"Y","No",18,3,4,80,1,13,0,3, 8, 7, 7, 5, 6349.224, 6247.883, 6450.565
"234",1104,53,"No","Travel_Rarely", 661,"Sales", 7,2,"Marketing",1, 862,1,"Female", 78,2,3,"Sales Executive",4,"Married",20715,7,"Y","Yes",18,3,4,80,1,35,3,3, 5, 2, 0, 4,11727.128,11254.822,12199.435
"235",1105,36,"No","Travel_Rarely", 188,"Research & Development", 7,4,"Other",1, 949,2,"Male", 65,3,1,"Research Scientist",4,"Single",23293,2,"Y","No",18,3,3,80,0, 8,6,3, 6, 2, 0, 1, 2334.497, 2196.987, 2472.008
"236",1106,29,"No","Travel_Frequently", 490,"Research & Development",10,3,"Life Sciences",1,1143,4,"Female", 61,3,1,"Research Scientist",2,"Divorced",17940,0,"Y","No",14,3,4,80,2, 8,2,2, 7, 5, 1, 1, 2302.460, 2161.197, 2443.722
"237",1107,27,"No","Travel_Rarely",1103,"Research & Development",14,3,"Life Sciences",1,1244,1,"Male", 42,3,1,"Research Scientist",1,"Married",14377,1,"Y","Yes",14,3,4,80,2, 9,3,2, 9, 7, 6, 8, 2309.149, 2149.740, 2468.558
"238",1108,44,"No","Travel_Rarely",1112,"Human Resources", 1,4,"Life Sciences",1, 665,1,"Female", 50,2,2,"Human Resources",3,"Single",26894,4,"Y","No",11,3,2,80,0,10,1,4, 2, 2, 0, 2, 6329.157, 6200.518, 6457.797
"239",1109,27,"No","Travel_Frequently",1242,"Sales",20,3,"Life Sciences",1, 293,4,"Female", 90,3,2,"Sales Executive",3,"Single",12916,1,"Y","No",14,3,4,80,0, 7,2,3, 7, 7, 0, 7, 5956.677, 5831.524, 6081.831
"240",1110,35,"No","Travel_Rarely", 682,"Sales",18,4,"Medical",1,1945,2,"Male", 71,3,2,"Sales Executive",1,"Married",15975,0,"Y","No",16,3,4,80,1, 6,2,1, 5, 3, 0, 4, 5949.988, 5817.467, 6082.509
"241",1111,35,"No","Non-Travel", 208,"Research & Development", 8,4,"Life Sciences",1,1630,3,"Female", 52,3,2,"Healthcare Representative",3,"Married",12250,1,"Y","No",12,3,4,80,1,15,5,3,14,11, 2, 9, 6298.527, 6138.151, 6458.903
"242",1112,59,"No","Travel_Rarely",1089,"Sales", 1,2,"Technical Degree",1,1048,2,"Male", 66,3,3,"Manager",4,"Married",11038,3,"Y","Yes",14,3,3,80,1,14,1,1, 6, 4, 0, 4,10209.045,10068.449,10349.641
"243",1113,33,"Yes","Travel_Rarely",1277,"Research & Development",15,1,"Medical",1, 582,2,"Male", 56,3,3,"Manager",3,"Married",24619,7,"Y","Yes",12,3,4,80,0,15,2,4, 7, 6, 7, 7,10247.772,10115.718,10379.825
"244",1114,50,"Yes","Travel_Frequently", 562,"Sales", 8,2,"Technical Degree",1, 723,2,"Male", 50,3,2,"Sales Executive",3,"Married",23452,3,"Y","Yes",14,3,1,80,1,18,4,3, 4, 3, 1, 3, 6831.195, 6622.855, 7039.535
"245",1115,47,"No","Travel_Rarely",1180,"Research & Development",25,3,"Medical",1,1993,1,"Male", 84,3,3,"Healthcare Representative",3,"Single",13084,2,"Y","No",23,4,2,80,0,25,3,3,17,14,12,11,10635.037,10414.745,10855.329
"246",1116,27,"No","Travel_Frequently",1131,"Research & Development",15,3,"Life Sciences",1,1870,4,"Female", 77,2,1,"Research Scientist",1,"Married",23844,0,"Y","No",19,3,4,80,1, 8,2,2, 7, 6, 7, 3, 2302.460, 2161.197, 2443.722
"247",1117,37,"No","Travel_Rarely",1305,"Research & Development",10,4,"Life Sciences",1, 518,3,"Male", 49,3,2,"Manufacturing Director",2,"Single",21123,2,"Y","Yes",12,3,4,80,0,18,2,2, 1, 0, 0, 1, 6927.308, 6679.033, 7175.582
"248",1118,28,"No","Non-Travel",1476,"Research & Development", 1,3,"Life Sciences",1,1315,3,"Female", 55,1,2,"Laboratory Technician",4,"Married",16392,0,"Y","No",11,3,1,80,3,10,6,3, 9, 8, 7, 5, 6104.894, 5998.591, 6211.197
"249",1119,58,"No","Travel_Rarely",1272,"Research & Development", 5,3,"Technical Degree",1, 940,3,"Female", 37,2,3,"Healthcare Representative",2,"Divorced", 9255,2,"Y","Yes",13,3,4,80,1,24,3,3, 6, 0, 0, 4,10916.686,10672.186,11161.186
"250",1120,34,"No","Travel_Rarely", 204,"Sales",14,3,"Technical Degree",1, 666,3,"Female", 31,3,1,"Sales Representative",3,"Divorced", 2912,1,"Y","Yes",18,3,4,80,2, 8,3,3, 8, 2, 0, 6, 2270.422, 2122.815, 2418.030
"251",1121,50,"Yes","Travel_Rarely", 410,"Sales",28,3,"Marketing",1,2055,4,"Male", 39,2,3,"Sales Executive",1,"Divorced",16586,4,"Y","Yes",13,3,2,80,1,20,3,3, 3, 2, 2, 0,10729.742,10508.405,10951.079
"252",1122,48,"No","Non-Travel",1262,"Research & Development", 1,4,"Medical",1,1116,1,"Male", 35,4,4,"Manager",4,"Single",16154,2,"Y","No",22,4,3,80,0,27,3,2, 5, 4, 2, 1,14885.997,14590.110,15181.885
"253",1123,31,"No","Travel_Frequently",1125,"Research & Development", 1,3,"Life Sciences",1,1956,4,"Male", 48,1,2,"Research Scientist",1,"Married", 5771,1,"Y","No",21,4,2,80,0,10,6,3,10, 8, 8, 7, 6072.857, 5955.816, 6189.898
"254",1124,45,"No","Non-Travel",1195,"Research & Development", 2,2,"Medical",1, 264,1,"Male", 65,2,4,"Manager",4,"Married",20462,9,"Y","No",23,4,4,80,1,22,1,3,20, 8,11, 8,14051.614,13814.096,14289.131
"255",1125,34,"No","Travel_Rarely",1320,"Research & Development",20,3,"Technical Degree",1,1265,3,"Female", 89,4,1,"Research Scientist",3,"Married",21643,0,"Y","No",17,3,4,80,0, 2,5,2, 1, 0, 0, 0, 2070.101, 1923.555, 2216.646
"256",1126,19,"Yes","Travel_Frequently", 602,"Sales", 1,1,"Technical Degree",1, 235,3,"Female",100,1,1,"Sales Representative",1,"Single",20989,0,"Y","No",21,4,1,80,0, 1,5,4, 0, 0, 0, 0, 2031.374, 1872.661, 2190.087
"257",1127,24,"Yes","Travel_Frequently",1287,"Research & Development", 7,3,"Life Sciences",1, 647,1,"Female", 55,3,1,"Laboratory Technician",3,"Married",14168,1,"Y","Yes",16,3,4,80,1, 6,4,3, 6, 3, 1, 2, 2192.969, 2060.652, 2325.286
"258",1128,52,"No","Travel_Rarely",1325,"Research & Development",11,4,"Life Sciences",1, 813,4,"Female", 82,3,2,"Laboratory Technician",3,"Married",21821,8,"Y","No",20,4,2,80,1, 9,3,3, 5, 2, 1, 4, 6162.281, 6061.495, 6263.066
"259",1129,41,"No","Travel_Rarely", 334,"Sales", 2,4,"Life Sciences",1, 410,4,"Male", 88,3,4,"Manager",2,"Single",15896,1,"Y","No",19,3,2,80,0,22,2,3,22,10, 0, 4,13987.538,13724.208,14250.869
"260",1130,22,"No","Travel_Rarely", 217,"Research & Development", 8,1,"Life Sciences",1,1019,2,"Male", 94,1,1,"Laboratory Technician",1,"Married", 6881,1,"Y","No",15,3,1,80,1, 4,3,2, 4, 3, 1, 1, 2115.516, 1984.434, 2246.598
"261",1131,31,"No","Travel_Frequently",1327,"Research & Development", 3,4,"Medical",1, 337,2,"Male", 73,3,3,"Research Director",3,"Divorced",13523,9,"Y","No",12,3,1,80,1, 9,3,3, 2, 2, 2, 2, 9983.375, 9777.339,10189.411
"262",1132,39,"No","Travel_Rarely", 412,"Research & Development",13,4,"Medical",1,1307,3,"Female", 94,2,4,"Manager",2,"Divorced",17334,6,"Y","Yes",13,3,4,80,2,21,4,3,19, 9,15, 2,14012.887,13781.361,14244.413
"263",1133,42,"No","Travel_Rarely", 622,"Research & Development", 2,4,"Life Sciences",1, 659,3,"Female", 81,3,2,"Healthcare Representative",4,"Married", 5718,1,"Y","No",13,3,2,80,2,10,4,3,10, 2, 2, 2, 6072.857, 5955.816, 6189.898
"264",1134,38,"No","Travel_Frequently", 148,"Research & Development", 2,3,"Medical",1,1675,4,"Female", 42,2,1,"Laboratory Technician",2,"Single",23826,1,"Y","No",22,4,2,80,0, 4,3,3, 4, 3, 3, 3, 2115.516, 1984.434, 2246.598
"265",1135,32,"Yes","Travel_Rarely",1033,"Research & Development", 9,3,"Medical",1, 190,1,"Female", 41,3,1,"Laboratory Technician",1,"Single",10224,7,"Y","No",22,4,1,80,0,10,2,4, 5, 4, 0, 4, 2508.063, 2351.322, 2664.805
"266",1136,26,"No","Travel_Rarely", 192,"Research & Development", 1,2,"Medical",1,1083,1,"Male", 59,2,1,"Laboratory Technician",1,"Married",11141,1,"Y","No",16,3,1,80,2, 6,2,3, 5, 3, 1, 3, 2225.007, 2096.527, 2353.486
"267",1137,37,"No","Travel_Rarely", 921,"Research & Development",10,3,"Medical",1, 486,3,"Female", 98,3,1,"Laboratory Technician",1,"Married",17663,6,"Y","No",20,4,2,80,1,17,3,3, 5, 4, 0, 3, 3003.412, 2729.543, 3277.281
"268",1138,41,"No","Travel_Frequently",1018,"Sales", 1,3,"Marketing",1,1349,3,"Female", 66,3,2,"Sales Executive",1,"Divorced", 4297,0,"Y","No",17,3,4,80,1,10,2,3, 9, 3, 1, 7, 6104.894, 5998.591, 6211.197
"269",1139,38,"No","Travel_Rarely", 119,"Sales", 3,3,"Life Sciences",1, 307,1,"Male", 76,3,3,"Sales Executive",3,"Divorced", 9647,0,"Y","No",12,3,3,80,2,17,6,2,16,10, 5,13,10100.962, 9930.614,10271.310
"270",1140,43,"No","Travel_Rarely",1291,"Research & Development",15,2,"Life Sciences",1,1666,3,"Male", 65,2,4,"Research Director",3,"Married", 3525,1,"Y","No",24,4,1,80,1,14,3,3,14,10, 6,11,13677.726,13417.173,13938.280
"271",1141,31,"No","Travel_Rarely",1463,"Research & Development",23,3,"Medical",1, 367,2,"Male", 64,2,2,"Healthcare Representative",4,"Married",14408,0,"Y","No",21,4,2,80,1,10,2,3, 9, 0, 7, 8, 6104.894, 5998.591, 6211.197
"272",1142,42,"No","Travel_Rarely", 691,"Sales", 8,4,"Marketing",1,  35,3,"Male", 48,3,2,"Sales Executive",2,"Married",21173,0,"Y","No",11,3,4,80,1,10,2,3, 9, 7, 4, 2, 6104.894, 5998.591, 6211.197
"273",1143,48,"No","Travel_Rarely",1355,"Research & Development", 4,4,"Life Sciences",1,1024,3,"Male", 78,2,3,"Healthcare Representative",3,"Single",22245,7,"Y","No",14,3,2,80,0,27,3,3,15,11, 4, 8,10840.640,10596.307,11084.974
"274",1144,28,"No","Travel_Rarely", 821,"Sales", 5,4,"Medical",1, 916,1,"Male", 98,3,2,"Sales Executive",4,"Single",24252,1,"Y","No",14,3,2,80,0, 4,3,3, 4, 2, 0, 2, 5840.498, 5677.626, 6003.369
"275",1145,44,"No","Travel_Frequently", 602,"Human Resources", 1,5,"Human Resources",1,1642,1,"Male", 37,3,2,"Human Resources",4,"Married",10503,4,"Y","Yes",11,3,3,80,0,14,3,3,10, 7, 0, 2, 6355.913, 6240.184, 6471.642
"276",1146,45,"No","Travel_Rarely", 374,"Sales",20,3,"Life Sciences",1,2046,4,"Female", 50,3,2,"Sales Executive",3,"Single",23333,8,"Y","No",15,3,3,80,0, 8,3,3, 5, 3, 0, 1, 6091.516, 5983.432, 6199.601
"277",1147,34,"No","Travel_Rarely", 628,"Research & Development", 8,3,"Medical",1,2068,2,"Male", 82,4,2,"Laboratory Technician",3,"Married",10228,2,"Y","No",12,3,1,80,0, 6,3,4, 4, 3, 1, 2, 5982.026, 5849.305, 6114.746
"278",1148,31,"No","Travel_Rarely", 471,"Research & Development", 4,3,"Medical",1,1916,1,"Female", 62,4,1,"Laboratory Technician",3,"Divorced",16031,8,"Y","No",12,3,2,80,1, 4,0,2, 2, 2, 2, 2, 2179.591, 2046.805, 2312.377
"279",1149,29,"No","Travel_Rarely",1010,"Research & Development", 1,3,"Life Sciences",1,1249,1,"Female", 97,3,1,"Research Scientist",4,"Divorced", 5598,1,"Y","No",15,3,1,80,3, 3,5,3, 3, 2, 1, 2, 2076.790, 1940.764, 2212.815
"280",1150,30,"No","Travel_Rarely", 288,"Research & Development", 2,3,"Life Sciences",1, 117,3,"Male", 99,2,2,"Healthcare Representative",4,"Married",15830,1,"Y","No",19,3,1,80,3,11,3,3,11,10,10, 8, 6111.583, 5989.022, 6234.145
"281",1151,38,"No","Travel_Frequently", 693,"Research & Development", 7,3,"Life Sciences",1,1382,4,"Male", 57,4,1,"Research Scientist",3,"Divorced",15748,1,"Y","No",11,3,4,80,3, 4,2,3, 4, 2, 0, 3, 2115.516, 1984.434, 2246.598
"282",1152,27,"No","Travel_Frequently", 793,"Sales", 2,1,"Life Sciences",1,1371,4,"Male", 43,1,2,"Sales Executive",4,"Single",20392,3,"Y","No",20,4,2,80,0, 8,3,3, 6, 2, 0, 0, 6059.479, 5951.431, 6167.527
"283",1153,54,"No","Travel_Frequently", 928,"Research & Development",20,4,"Life Sciences",1, 450,4,"Female", 31,3,2,"Research Scientist",3,"Single",16885,3,"Y","No",12,3,4,80,0,20,4,2, 4, 3, 0, 3, 6972.723, 6725.914, 7219.532
"284",1154,28,"Yes","Travel_Rarely",1485,"Research & Development",12,1,"Life Sciences",1,1175,3,"Female", 79,3,1,"Laboratory Technician",4,"Married",22955,1,"Y","Yes",11,3,4,80,0, 1,4,2, 1, 1, 0, 0, 1999.336, 1844.062, 2154.611
"285",1155,49,"No","Travel_Rarely", 470,"Research & Development",20,4,"Medical",1, 170,3,"Female", 96,3,2,"Manufacturing Director",1,"Married", 5549,1,"Y","No",14,3,3,80,0,16,2,2,15,11, 5,11, 6337.254, 6159.572, 6514.935
"286",1156,51,"No","Travel_Rarely", 313,"Research & Development", 3,3,"Medical",1, 258,4,"Female", 98,3,4,"Healthcare Representative",2,"Single", 7192,3,"Y","No",18,3,3,80,0,21,6,3, 7, 7, 1, 0,14397.338,14180.229,14614.446
"287",1157,29,"Yes","Travel_Rarely", 341,"Sales", 1,3,"Medical",1, 896,2,"Female", 48,2,1,"Sales Representative",3,"Divorced",23522,6,"Y","Yes",19,3,3,80,3, 5,3,3, 3, 2, 0, 2, 2218.318, 2089.989, 2346.646
"288",1158,36,"No","Travel_Rarely", 430,"Research & Development", 2,4,"Other",1,1847,4,"Female", 73,3,2,"Research Scientist",2,"Married",19573,4,"Y","Yes",22,4,4,80,1,15,2,3, 1, 0, 0, 0, 6715.015, 6517.240, 6912.791
"289",1159,27,"No","Travel_Rarely", 199,"Research & Development", 6,3,"Life Sciences",1,1162,4,"Male", 55,2,1,"Research Scientist",3,"Married", 7950,1,"Y","No",13,3,3,80,1, 4,0,3, 4, 2, 2, 2, 2115.516, 1984.434, 2246.598
"290",1160,36,"No","Travel_Rarely", 216,"Research & Development", 6,2,"Medical",1, 178,2,"Male", 84,3,2,"Manufacturing Director",2,"Divorced", 2819,6,"Y","No",20,4,4,80,2, 7,0,3, 3, 2, 0, 1, 6084.827, 5959.189, 6210.466
"291",1161,44,"Yes","Travel_Rarely",1097,"Research & Development",10,4,"Life Sciences",1,1200,3,"Male", 96,3,1,"Research Scientist",3,"Single",10826,1,"Y","Yes",11,3,3,80,0, 6,4,3, 6, 4, 0, 2, 2192.969, 2060.652, 2325.286
"292",1162,38,"No","Travel_Rarely", 168,"Research & Development", 1,3,"Life Sciences",1, 743,3,"Female", 81,3,3,"Manufacturing Director",3,"Single",15397,4,"Y","Yes",14,3,4,80,0,10,4,4, 1, 0, 0, 0,10086.176, 9878.485,10293.868
"293",1163,29,"No","Travel_Frequently", 574,"Research & Development",20,1,"Medical",1,1852,4,"Male", 40,3,1,"Laboratory Technician",4,"Married", 7003,1,"Y","No",13,3,2,80,0,11,3,4,11, 8, 3,10, 2386.602, 2197.858, 2575.345
"294",1164,37,"No","Travel_Rarely", 799,"Research & Development", 1,3,"Technical Degree",1, 623,2,"Female", 59,3,3,"Manufacturing Director",4,"Single",23848,4,"Y","No",17,3,4,80,0,12,3,4, 6, 5, 1, 2,10067.517, 9915.569,10219.465
"295",1165,26,"Yes","Travel_Frequently", 887,"Research & Development", 5,2,"Medical",1, 848,3,"Female", 88,2,1,"Research Scientist",3,"Married",20898,1,"Y","Yes",14,3,1,80,1, 8,2,3, 8, 7, 1, 7, 2270.422, 2122.815, 2418.030
"296",1166,32,"No","Travel_Frequently", 116,"Research & Development",13,3,"Other",1,1234,3,"Female", 77,2,1,"Laboratory Technician",2,"Married", 7331,1,"Y","No",20,4,3,80,1, 2,2,3, 2, 2, 2, 2, 2038.063, 1893.798, 2182.328
"297",1167,40,"No","Travel_Rarely",1492,"Research & Development",20,4,"Technical Degree",1,1092,1,"Male", 61,3,3,"Healthcare Representative",4,"Married",26542,4,"Y","No",20,4,4,80,1,14,6,3,11,10,11, 1,10048.857, 9910.758,10186.956
"298",1168,30,"No","Travel_Rarely",1082,"Sales",12,3,"Technical Degree",1, 533,2,"Female", 83,3,2,"Sales Executive",3,"Single",19558,0,"Y","No",11,3,2,80,0, 6,6,3, 5, 4, 4, 4, 5949.988, 5817.467, 6082.509
"299",1169,27,"No","Travel_Rarely", 798,"Research & Development", 6,4,"Medical",1, 655,1,"Female", 66,2,1,"Research Scientist",3,"Divorced", 5013,0,"Y","No",12,3,3,80,2, 6,5,2, 5, 3, 0, 3, 2225.007, 2096.527, 2353.486
"300",1170,37,"No","Travel_Rarely", 290,"Research & Development",21,3,"Life Sciences",1, 267,2,"Male", 65,4,1,"Research Scientist",1,"Married",22977,1,"Y","Yes",12,3,1,80,1, 8,3,2, 8, 7, 1, 7, 2270.422, 2122.815, 2418.030
